Steppe_MLBA:Russia_MLBA_Sintashta:I1008__BC_1875__Cov_26.48%,0.138864,0.120848,0.059962,0.086887,0.002154,0.031794,0.011516,0.006692,-0.023929,-0.034989,-0.008931,0.001948,-0.005798,-0.024359,0.029723,-0.015248,-0.031553,0.00114,-0.004022,-0.004752,-0.003868,-0.001607,0.002218,0.015062,0.008861
Steppe_MLBA:Russia_MLBA_Sintashta:I1011__BC_1875__Cov_74.33%,0.124067,0.116786,0.053551,0.076228,0.019388,0.025937,0.00423,0.006,-0.016566,-0.024237,-0.006983,0.00015,-0.004757,-0.025185,0.019679,0.021745,0.010691,0.00266,-0.002514,-0.00075,-0.004367,0.00136,0.003944,0.009881,-0.007185
Steppe_MLBA:Russia_MLBA_Sintashta:I1012__BC_1875__Cov_25.01%,0.120652,0.118817,0.055437,0.083334,0.01231,0.039881,0.006815,0.004384,-0.006545,-0.019864,0.000325,-0.001649,0.010704,-0.014038,0.014794,0.007425,-0.022296,0.003801,0.008422,0.002376,0.011355,0.005935,0.00456,0,-0.003113
Steppe_MLBA:Russia_MLBA_Sintashta:I1018__BC_1875__Cov_28.49%,0.122929,0.111708,0.062225,0.080104,0.007386,0.020917,0.005875,0.006231,-0.009204,-0.024237,-0.007957,-0.003597,0.011744,-0.014175,0.022665,0.014054,-0.011995,0.004307,0.002891,-0.00988,0.000998,0.001607,0.007025,0.006266,-0.012454
Steppe_MLBA:Russia_MLBA_Sintashta:I1019__BC_1875__Cov_33.53%,0.122929,0.122879,0.051666,0.069122,0.009232,0.018686,0.00658,0.002538,-0.022702,-0.026971,-0.000974,-0.002698,-0.008325,-0.029314,0.024565,0.027446,0.01369,-0.000887,-0.00088,0.009755,-0.015597,0.000989,-0.006039,0.01446,-0.007065
Steppe_MLBA:Russia_MLBA_Sintashta:I1022__BC_1875__Cov_18.79%,0.125205,0.113739,0.060339,0.070737,0.004308,0.041834,0.006345,0.001154,-0.02168,-0.033531,-0.001949,0.005845,-0.006244,-0.01734,0.029723,0.016706,-0.008605,-0.003294,0.003771,0.004877,0.001622,-0.011994,0.002588,0.003856,-0.000838
Steppe_MLBA:Russia_MLBA_Sintashta:I1024__BC_1875__Cov_41.12%,0.133173,0.112724,0.064111,0.072998,0.016311,0.03263,0.00611,0.013846,-0.005522,-0.021868,-0.004709,0.007793,-0.006392,-0.023946,0.015472,0.011005,0.007953,-0.003421,0.001634,0.001751,-0.009608,0.006677,-0.00493,-0.000241,-0.003712
Steppe_MLBA:Russia_MLBA_Sintashta:I1027__BC_1883__Cov_84.38%,0.122929,0.132019,0.05506,0.079458,0.004616,0.03263,0.002115,0.002769,-0.010431,-0.026242,-0.002436,0.001798,-0.002973,-0.01968,0.021715,0.005304,-0.009257,0.007095,-0.001006,-0.002001,-0.000873,0.002226,0.007518,0.004097,-0.008263
Steppe_MLBA:Russia_MLBA_Sintashta:I1029__BC_1880__Cov_50.36%,0.124067,0.112724,0.061471,0.087856,0.015387,0.034025,0.006345,0.003692,-0.022702,-0.030798,-0.001624,-0.005845,0.003568,-0.028075,0.025515,0.02254,0.003129,-0.000887,-0.002388,-0.006878,-0.008859,0.005564,0.001725,0.019039,-0.001197
Steppe_MLBA:Russia_MLBA_Sintashta:I1053__BC_1835__Cov_73.69%,0.134311,0.119832,0.056191,0.068153,0.01908,0.026216,0.003525,0.005769,-0.01493,-0.029704,-0.000487,0.006145,-0.005352,-0.022295,0.016558,0.017502,0.010691,-0.005321,0.001006,-0.004252,-0.00262,0.002473,0.003081,-0.001446,-0.008382
Steppe_MLBA:Russia_MLBA_Sintashta:I1054__BC_1815__Cov_71.97%,0.122929,0.117801,0.056945,0.072998,0.013233,0.031794,0.00094,0.003923,-0.015339,-0.016766,-0.006496,0.004496,-0.00996,-0.024497,0.014794,0.025325,0.011995,-0.004687,-0.003771,-0.010505,-0.007861,0.001731,0.002711,0.003976,-0.008263
Steppe_MLBA:Russia_MLBA_Sintashta:I1055__BC_1875__Cov_27.59%,0.127482,0.118817,0.045632,0.077843,0.008925,0.034582,0.003525,-0.003461,-0.017794,-0.034989,-0.010068,0,-0.013231,-0.022157,0.024973,0.016971,-0.004042,-0.007095,-0.003897,0.002376,-0.019091,0.002844,0.005546,0.015303,0.002395
Steppe_MLBA:Russia_MLBA_Sintashta:I1060__BC_1875__Cov_13.77%,0.119514,0.114755,0.064865,0.092378,0.013849,0.014781,0.014571,0.010846,-0.012885,-0.024237,-0.017213,-0.002847,-0.001041,-0.006331,0.029044,0.008088,-0.012126,-0.004687,0.001006,0.004377,-0.004991,-0.004699,0.013927,-0.001084,-0.003353
Steppe_MLBA:Russia_MLBA_Sintashta:I1061__BC_1875__Cov_19.28%,0.130897,0.118817,0.051666,0.079458,0.006463,0.041555,-0.00188,0.001154,-0.022907,-0.034989,0.005034,-0.008393,0.00223,-0.031516,0.023751,0.021082,-0.00352,-0.007095,0.001885,-0.005503,-0.004991,-0.005317,0.009737,0.006627,-0.006466
